1.040086245053703173e+00,2.664643809526397789e+00,1.000000000000000000e+00
-2.006258222650811440e+00,-1.161039390343665267e-01,-1.000000000000000000e+00
4.178005832060814329e-01,1.259783663592229708e+00,1.000000000000000000e+00
8.767267736904523767e-01,6.730886216954823364e-01,1.000000000000000000e+00
-1.577921712099517385e-02,2.008269891986472544e+00,1.000000000000000000e+00
-1.643169388097308836e+00,-6.510255933001468653e-01,-1.000000000000000000e+00
3.305327432349157712e-01,2.354725542795230719e+00,1.000000000000000000e+00
-3.128087559641579141e+00,-4.810271184607877171e-01,-1.000000000000000000e+00
-1.049797010189535557e-01,3.867414982460158690e+00,1.000000000000000000e+00
-4.436279805846506719e+00,1.887785967938285514e-01,-1.000000000000000000e+00
-3.313146282044454161e+00,-1.726282602331676852e+00,-1.000000000000000000e+00
-2.449045722988710594e+00,-1.794229271489721000e+00,-1.000000000000000000e+00
-1.005515455508631195e+00,-2.069985025013532542e+00,-1.000000000000000000e+00
-1.204066386644097320e-01,1.020684020036746409e+00,1.000000000000000000e+00
-2.023101631077777629e+00,1.484495813800780772e-01,-1.000000000000000000e+00
-1.311970207647698228e+00,3.169426119248496265e-01,-1.000000000000000000e+00
-2.358046836679220437e+00,-3.193284171450951892e-01,-1.000000000000000000e+00
-2.775670534560557012e+00,-7.097279658468882424e-01,-1.000000000000000000e+00
5.342011708457714558e-01,2.817885097238181480e+00,1.000000000000000000e+00
-4.031883068495333289e-01,3.449405523793218631e+00,1.000000000000000000e+00
-2.336071427547413482e+00,9.632135592119682455e-02,-1.000000000000000000e+00
-4.050429345083481181e+00,4.173188210318354852e-01,-1.000000000000000000e+00
-1.932709722147330611e+00,-2.226751005151544893e-01,-1.000000000000000000e+00
-1.141901419203846579e+00,1.189029629558787660e+00,1.000000000000000000e+00
-2.158068563961256903e+00,3.818551018090836635e+00,1.000000000000000000e+00
2.098494779230553053e-01,1.259375400443772497e+00,1.000000000000000000e+00
-1.892361893317341393e+00,2.322186856296987401e+00,1.000000000000000000e+00
-1.584473563150935460e+00,3.344454306604586424e+00,1.000000000000000000e+00
